,Description,Label
206,the international monetary fund on monday said its executive board approved a support program for bangladesh worth  billion at current exchange rates making the south asian country the first to access its new resilience and sustainability facility rsf,sustainability
207,italian energy group eni a hrefhttpswwwreuterscomcompaniesenimi targetblankenimia said on wednesday it will offer its first sustainabilitylinked bond for retail investors in italy from jan ,sustainability
208,leaders at the world economic forum said they want to address the climate crisis sustainability and the energy transition but need to determine how,sustainability
209,britains plans to regulate the way asset managers label sustainable investment funds would exclude many existing funds and clash with european union requirements the investment association ia said on thursday,sustainability
210,ullifair games sustainability index paints troubling picturelilionly two championship clubs given a score ranked goodliulfootball clubs should be financially rewarded if they show good governance and engage properly with their fans accord,sustainability
211,xbox announced its adding new lowpower options to its consoles to lower their impact on the environment,sustainability
212,preserving climate and natural resources with openness ,sustainability
213,predictions of the future often come to naught in the  british economist john maynard keynes famously promised wed all soon be working  weeks in  ibm forecast that the newfangled photocopier might sell  at most more recently el,sustainability
214,topend android phones with improved sustainability announced alongside galaxy book  laptopssamsungs latest topend galaxy  android phones hope to tempt users with larger batteries faster chips and improved photography including one of the first  ,sustainability
215,technology like artificial intelligence and iot sensors can drive progress toward sustainable green buildings,sustainability
216,indias jsw steel ltd a hrefhttpswwwreuterscomcompaniesjstlns targetblankjstlnsa expects its exports to pick up in the current quarter through march boosted by the withdrawal of an export tax and robust demand from the middle east and ,sustainability
217,international monetary fund chief kristalina georgieva will visit rwanda later this month after traveling to zambia three sources familiar with the plans said on friday,sustainability
218,ulliall clubs lose money claims la liga presidentlilitebas says english teams distort transfer marketliulthe president of la liga javier tebas has questioned whether the premier league is financially sustainable in the long term given it h,sustainability
219,top restaurants such as noma are closing they were fun for a while but weve had our fillin  for a book on the worlds luxury restaurant economy i undertook what i called the highend super size me in the  documentary morgan spurlock ate mcdonald,sustainability
220,the head of samsungs mx business is teasing what to expect at the upcoming galaxy unpacked event including the galaxy  ultra,sustainability
221,theres plenty of names that probably come to mind when one thinks of satellite operators but odds are a tractor company isnt at the top of that list john deere wants to change thatread more,sustainability
222,on the first day of climate week nyc industry experts gathered to discuss whats stopping us from getting climate action done,sustainability
223,procurement professionals must adapt to inflation and a shortage of skilled labor in the face of an economic recession investing in a workforce paired with retraining and development strategies will put your company on top amid economic uncertainty,sustainability
224,from strategic budgeting to remaining true to your companys mission this guide will help you remain hopeful and pragmatic during periods of uncertainty,sustainability
225,rafael nadal the  grand slam tennis champion has become a new team owner in the worlds first allelectric race boat championship organisers said on tuesday,sustainability
226,j crew group said on tuesday it has launched a new resale program exclusive to its eponymous brand which will offer vintage and used styles online and in select j crew stores,sustainability
227,malaysia on thursday called on countries producing palm oil to strengthen cooperation following new european union eu legislation aimed at reducing the use of palm oilbased fuels,sustainability
228,the indian federal governments aim to achieve a fiscal deficit target of  of gross domestic product gdp by  could see some risks an analyst at moodys investors service said on wednesday,sustainability
229,premier league soccer clubs spent a record  million pounds  billion in the january transfer window an analysis from deloittes sports business group said on wednesday,sustainability
230,deutsche banks a hrefhttpswwwreuterscomcompaniesdbkgnde targetblankdbkgndea asset management unit dws a hrefhttpswwwreuterscomcompaniesdwsgde targetblankdwsgdea will continue to cooperate with authorities on accu,sustainability
231,bp a hrefhttpswwwreuterscomcompaniesbpl targetblankbpla has appointed gareth burns to head its global ventures division which oversees the companys investments in startup technologies as part of its shift to lowcarbon energy,sustainability
232,a return to davos by corporate titans and their bankers after recent a  alpine temperaturesa has turned a spotlight on just how quickly they are moving to rein in,sustainability
233,zambia received a debtfornature swap proposal as part of its  billion restructuring discussions a move that while complex to secure and not part of current talks could set an ecofriendly precedent for other debt crises if eventually included,sustainability
234,in todays fastpaced world the importance of sustainability in business has never been higher as consumers increasingly prioritize environmentally friendly and socially responsible products its time for companies to align their business goals with the ne,sustainability
235,how do you define the economic political and cultural system named capitalism that organizes the world a system contested and imposed through media policies laws and forgeries of memoryand meaningconsider as mentioned in a previous post capital,sustainability
236,green football weekend raises awkward questions about the games readiness to start taking genuinely ambitious action about three years ago in the thick of a league two promotion campaign michael doughty began to notice something an unusually wet winter ha,sustainability
237,commons digital culture media and sport committee predicts decline in local reporting will damage democracystruggling local media outlets should be helped to survive with government funding a report by a committee of mps has advised warning of the damage ,sustainability
238,the american manufacturer left the sport in  and will return for the world championshipford is to return to formula one after more than two decades in a surprise comeback for one of the most successful engine manufacturers in the motorsports historythe ,sustainability
239,ullileicester ceo andrea pinchen says plan must be reviewedlilithis is about longterm survival sustainability and growthliulenglands leading rugby clubs have been warned not to bury their heads in the sand and urged to abandon the existing,sustainability
240,uk battery startup britishvolt said on monday it is in talks with a consortium of investors about selling a majority stake in the company but did not disclose any names,sustainability
241,italian fashion group prada is hiring former luxottica chief andrea guerra to smooth the transition to the next generation of the family lorenzo bertelli son of miuccia prada and patrizio bertelli said on tuesday,sustainability
242,a  shareholder of bayer a hrefhttpswwwreuterscomcompaniesbaygnde targetblankbaygndea on tuesday called on the groups supervisory board head to replace chief executive werner baumann quickly adding to investor pressure to restore,sustainability
243,brazils mining lobby group asked the countrys foreign ministry to work with other governments to improve tactics used to combat the illegal gold trade it said on friday,sustainability
244,more than  million international tourists visited spain in  spending on average more money and time in the country than before the  pandemic tourism minister reyes maroto said on wednesday,sustainability
245,stellantis nv a hrefhttpswwwreuterscomcompaniesstlami targetblankstlamia expects to have in place by the end of this year the technologies needed for it to develop ethanol hybrid vehicles in brazil the head of the carmaker in south ame,sustainability
246,brazils economic policy secretary guilherme mello said on tuesday that discussions on changing inflation targets were not on the agenda of the finance ministry stressing that the role of the economic team is to focus on reforms to reduce inflation and inter,sustainability
247,oceans trap the majority of the heat from the greenhouse gas emissions humans create as a result the air also gets warmer and holds more moisture,sustainability
248,canadian provinces and european countries that have extended producer responsibility laws see higher recycling rates than us states,sustainability
249,microsoft has a broad sustainability mission across its portfolio of products and to that end its making some changes to xbox console defaults,sustainability
250,danone is the only food and agriculture company to align itself with the global methane pledge an initiative signed by  countries,sustainability
251,chaz teplin tore out gas appliances and installed electric one then documented the energy savings during the winter storm in late december,sustainability
252,buzzfeed ceo jonah perett reportedly told staff it would use openai tech to boost its quizzes and personalize some other content,sustainability
253,ey is understood to be ready to take control after talks about new funding failthe battery startup britishvolt is expected to collapse into administration on tuesday after talks about funding from new investors failedthe companys efforts to build a giant fa,sustainability
254,ces isnt all about giant tvs the worlds biggest consumer electronics show lays the groundwork for a lot of innovation coming in ,sustainability
255,a new multipurpose capsule from the worlds first fashion degrowth company early majority might be the worlds first fashion degrowth company meaning it eschews excessive and rapid production which the industry is prone to do despite how garments generate a,sustainability
256,when we pass from this world you will be the reason we are remembered,sustainability
257,italian businesses discovered the limits of their small is beautiful motto when competition became global nudged by private equity funds those supplying the booming luxury goods industry are now finding strength in unity,sustainability
258,phillipss new pendant lights are  from recycled fishing nets and delivered in  daysdesigned by the signify global design team the philips mycreation droplet pendant lamp is a unique product that combines sustainability and beauty hanging from th,sustainability
259,the southwests water crisis has reached a new desperate benchmark for the first time more than  households in maricopa county arizona have had their water cutoff read more,sustainability
260,top   designs that every sustainability lover needs to incorporate in their  printing has well cemented its place in the design industry as a technique that is innovative efficient and economical and its definitely making waves,sustainability
261,if youre watching hgtv or netflix theres a chance that you might run into a show hosted by an influencer who shills for the natural gas industry an industry group is using federally sanctioned funds that are supposed to go to consumer education to pay for,sustainability
262,european union regulators should not define greenwashing in law fund industry groups have told the blocs markets watchdog citing concerns this would complicate a sector in constant flux,sustainability
263,formula ones governing body said on thursday it had formally started a process that could lead to new teams entering the championship from ,sustainability
264,thyssenkrupps a hrefhttpswwwreuterscomcompaniestkagde targetblanktkagdea plant engineering unit plans to double sales to around  billion euros  billion in the midterm and is open to taking on coowners to accelerate growth acc,sustainability
265,zambia needs desperate debt relief and agreements under a group of  restructuring vehicle are proving difficult the world banks managing director of operations said on thursday,sustainability
266,bayer a hrefhttpswwwreuterscomcompaniesbaygnde targetblankbaygndea investor deka has called for ceo werner baumann to be replaced ahead of his scheduled departure adding to mounting pressure on the german drugmaker,sustainability
267,africa must fight against a slide towards strongman authoritarianism that has resulted in a series of military coups and a clampdown on civil society in many countries sudanesebritish billionaire mo ibrahim said,sustainability
268,this side and coffee tables have sustainability and simplicity ingrained in their dnaonce upon a time buying a table involved troublesome and inconvenient shipping arrangements because the furniture either comes preassembled or didnt have any way to,sustainability
269,samsung galaxy  design has a more interesting sustainability story to tellsamsung has finally taken the veil off its early  flagship and to no ones surprise it is exactly as the leaks claimed it to,sustainability
270,nissan unveils maxout sports convertible concept oozing out tron legacy elementslike other leading automotive manufacturers sustainability is at the top of nissans agenda too reason enough for them to launch a series of vehicles at,sustainability
271,ctas rick kowalski joins us to talk about this years main theme of ces the products he thinks stood out and more,sustainability
272,over the next few years these trends will shape the industry,sustainability
273,ullienglish topflight clubs set new january record at  outspent total of all clubs in other big five leaguesliulthe president of la liga described the premier league as a doped market after its clubs smashed the record for ,sustainability
274,certification and brand values can help you find sustainable swimwear but how you care for it matters just as muchulliget our weekend culture and lifestyle emailliullast year i moved from melbourne to sydney and swapped the muchloved fitzroy pool,sustainability
275,traditional lawn has been under fire for years because of its lack of biodiversity and voracious appetite for fertiliser herbicides and mowingdig up your imperial lawn and replant it with trees to combat the climate crisis researchers have urged after th,sustainability
276,to meet todays global sustainability challenges the corporate world needs more than a few chief sustainability officersit needs an army of employees in all areas of business thinking about sustainability in their decisions every day,sustainability
277,if you really want to bug your ex try naming a cockroach after them maybe thatll stop them from being such a pest for valentines day the toronto zoo is giving you that opportunity with their namearoach special for a  minimum donation you can ,sustainability
278,telcos can make a significant impact in achieving net zero targets and reducing energy consumption  and aid the bottom line,sustainability
279,cios in  will be called upon to drive growth and transformation not just keep the data center humming and enterprise software running,sustainability
280,wayfinder games a new studio from former developers at ea dice and embark launched this week with plans to make a new rpg,sustainability
281,a new brand identity for a visionary company working at the intersection of science sustainability engineering and design   howhow partner with wwwamphicoco to develop a new strategic position brand identity and website amphico are ,sustainability
282,leaders at davos say we need to pull the lever of government policy and give more incentives to switch to green energy,sustainability
283,its renewable strong as steel astonishingly fireproof  yet its easy and quiet to build with could timber construction save the planet we step inside the revolutionary new london workplace that everyone wants to touchthere is very little about most new ,sustainability
284,right now  is invested in renewable energy for every  invested in fossil fuels that must be  to reach our climate goals experts say,sustainability
285,sustainability has become a crucial topic for businesses with consumers increasingly prioritizing environmentallyfriendly and socially responsible products in this newsletter we dive into the strategies and best practices that companies are using to align,sustainability
286,the terminal under construction at new yorks john f kennedy international airport will be partly powered by a microgrid batteries and fuel cells,sustainability
287,openais popular language bot offered five reasons in favor of tokens and five reasons against their use,sustainability
288,south africas biggest energy company is looking for a new ceo who can take calculated risks and make tough decisions,sustainability
289,bangkok restaurant jay fai posted a picture of the elusive billionaire on instagram just hours before he ceded control of the company he founded,sustainability
290,meat alternatives are getting lots of press and investment but expert david lobell isnt anticipating a big impact on sustainability,sustainability
291,public cloud optimization meets a wide range of pressing enterprise needs with costs far below onpremise,sustainability
292,rolling coverage of the latest economic and financial newsullibusiness energy bill support to be reduced after march treasury confirmsliulthe institute of directors are disappointed that there isnt targeted support for the hospitality sector in th,sustainability
293,environmental social and governance esg issues were central to many of the biggest stories of  indeed esg investors frequently a  ta,sustainability
294,this luxury vinyl flooring made from a renewable material derived from paper pulp saves carbon emissions by s  and almost everything is going sustainable rather than being a trend and associating it with all kinds of designs sustainability has sl,sustainability
295,the electric automotive brand polestars latest exercise in circular design practically requires an arctic expedition to get to it,sustainability
296,   minutes and  seconds is equal to  seconds  the time it takes to assemble this entire furniture collection,sustainability
297,stella mccartney  bb italia collaborated on the le bambole capsule collection that features a handdrawn fungi forest print,sustainability
298,from retrofitting buildings to rethinking farming electrifying transport and prioritizing reforestation the eu is chasing net zero,climate
299,the power to fight human diseases put genome editing on the map but similar technology could help crops withstand the stress of climate change,climate
300,the oil giants internal climate models correctly forecast the climate change were seeing nowall while the company pushed denial in public,climate
301,from droughts and wildfires to floods and landslides  why extreme weather may be the new norm,climate
302,the doomsday clock is now set at  seconds to midnight after the bulletin of the atomic scientists weighed the war in ukraine nuclear proliferation disinformation campaigns and climate change,climate
303,for nearly  years nations nonprofits researchers industry representatives and other stakeholders have gathered annually at the united nations conference of partiescommonly known as copto talk through implementation of the uns climate change treat,climate
304,angely mercado covers climate change for gizmodo she has written stories about the megadrought in the american west how california celebrities guzzled water in  and reports of mass tree deaths she hopes to write more positive climate news in  rea,climate
305,you might assume that home prices would decline in an area recently wrecked by a hurricane but a new study finds the opposite is true and poststorm price hikes could be a major driver of whats known as climate gentrification read more,climate
306,climate change is depleting sea ice in the arctic increasing chances of human and polar bear encounters,climate
307,emission cuts must be accompanied by greater efforts to remove  from the atmosphere a new report says,climate
308,the climate activist joins german protesters trying to stop a coal mine from swallowing up a village,climate
309,the elite enclaves geography and climate play into the small towns risk for natural disasters,climate
310,california and many local governments are scrapping requirements that once made cars the center of the urban landscape,climate
311,clientearth helps shape new laws and enforce old ones to protect the planet and its most vulnerable inhabitants,climate
312,this story was originally published by grist you can subscribe to its weekly newsletter hereread more,climate
313,climate activists protested in davos on sunday against the role of big oil firms at this weeks world economic forum wef saying they were hijacking the climate debate,climate
314,denmark said it is optimistic that the united arab emirates which hosts this years un climate talks will push for ambitious action to curb climate change at the conference following criticism from activists over the oilproducing nations role,climate
315,while jurisdictions like california and new york move toward banning the sale of new gasolinepowered cars one us state wants to go in the opposite direction wyomings legislature is considering a resolution that calls for a phaseout of new electric veh,climate
316,the connection between weather and climate change has never been clearer and simultaneous extremes such as hot and dry weather together are particularly dangerous,climate
317,machine learning has already proven useful but its realworld applications are just beginning,climate
318,dozens of cities and states sued oil giants for deceiving the public the supreme court could soon break these cases out of limbo,climate
319,on the first day of climate week nyc industry experts gathered to discuss whats stopping us from getting climate action done,climate
320,some ski resorts rely on machines to keep powder on the slopes but snow guns guzzle water are energyintensive and need cool temperatures to operate,climate
321,if youre looking for economic and investment tailwinds climate change is hardly one of them,climate
322,planting a tree in your yard offers a host of benefits from shading your home from the sun and thus lowering your energy bills to increasing your property value trees can cost a lot though so im sure you wouldnt mind getting one for freeread more,climate
323,even as the world smashes through one alltime heat record after another and speeds towards critical warming thresholds brutal waves of deadly cold can still arrive in bomb cyclones that bring icy weather and deep snow  and add fuel for those who deny the ,climate
324,a return to davos by corporate titans and their bankers after recent a  alpine temperaturesa has turned a spotlight on just how quickly they are moving to rein in,climate
325,environmental social and governance funds have had a rough ride over the past couple of years attracting criticism from regulators for greenwash and from socially minded investors for investing in companies that may be good at managing the increasing risks,climate
326,the united arab emirates said on thursday that sultan aljaber the head of state oil giant adnoc would act as president of the  climate conference it is hosting this year,climate
327,singapores sovereign wealth fund temasek has led the latest funding round for climate tech firm living carbon which aims to increase the carbonabsorbing ability of trees the startups chief executive told reuters,climate
328,the top us securities regulator has cited april as the release date for a longanticipated rule on companies climaterelated disclosures according to a recent federal a  t,climate
329,us climate envoy john kerry on sunday outlined core principles for a highintegrity carbon offset plan meant to help developing nations speed their energy transition and next steps including establishing a consultative group,climate
330,switzerlands rightwing swiss peoples party svp on thursday called a referendum aimed at blocking a draft law to cut greenhouse gas emissions,climate
331,german conglomerate thyssenkrupp a hrefhttpswwwreuterscomcompaniestkagde targetblanktkagdea on monday joined peers in saying that european industry was under threat should the continent fail to come up with a scheme similar to the us ,climate
332,over two dozen us representatives on friday called on top us climate envoy john kerry to urge the united arab emirates to withdraw its appointment of the head of its state oil company as president of the  climate summit it will host this year,climate
333,dr kimon roussopoulos and lynn malpas on unheeded warnings about global heatingyou make much of the fact that exxon predicted climate change accurately in the  ands  revealed exxon made breathtakingly accurate climate predictions in  and ,climate
334,hazelnut and walnut trees among cultivars becoming commercially viable nuts are being grown more than ever by english farmers as the climate heats making the products more economically viable growers have saidnut trees are also helpful for biodiversity on ,climate
335,so much is happening both wonderful and terrible  and it matters how we tell it we cant erase the bad news but to ignore the good is the route to indifference or despair every crisis is in part a storytelling crisis this is as true of climate chaos as a,climate
336,four protesters found guilty of public nuisance after stopping traffic at bishopsgate in october  judge has warned four climate activists they could face a jail sentence after being found guilty of causing a public nuisance during an insulate britain pro,climate
337,small interventions on electric cars and plantbased meat could unlock rapid emissions cuts say expertsthree supertipping points for climate action could trigger a cascade of decarbonisation across the global economy according to a reportrelatively smal,climate
338,experts say extreme weather is a growing danger to displaced people and could force more to flee homesgovernments must get to grips with the links between the climate crisis and the plight of migrants around the world experts have said as increasingly extre,climate
339,study suggests tool could be used to reduce energy needs for heating and cooling office buildingsevery year we shift our clocks forward in the spring and backwards in the autumn originally daylight saving was introduced to save energy reducing the number o,climate
340,climate campaigners accuse leaders of hypocrisy as flights emit as much  in a week as  carsprivate jet emissions quadrupled as  planes flew in and out of airports serving davos during the  world economic forum wef meetingclimate campaign,climate
341,installing protected routes tends to boost local shops but many store owners remain attached to their street parkingand fight to protect it,climate
342,scientists describe as very alarming research that shows severe weather events were made more likely by climate changerelentless drought in california extreme rainfall in the uk record heat in china  some of the most severe weather events that have occur,climate
343,at least  officials at body hosting  appear to have come straight from fossil fuel industryat least a dozen employees from the united arab emirates stateowned oil company have apparently taken up roles with the office of the uaes climate change spec,climate
344,adam mckay also selling walkon role in next film vintage marvel comics and basketball cardsit may smell like pure gasoline but it could now help just stop oil the director of anchorman is selling the films original sex panther cologne yep its made wi,climate
345,climate activist greta thunbergs detainment during a protest near luetzerath village in western germany was not orchestrated by the media despite claims circulating on social media,climate
346,as regulators disclosure rules come online companies face a new urgency over how to manage climaterelated data from their supply chains,climate
347,google could soon give polestar owners an edge when theyre navigating around town the search giant is debuting hd driving maps that will come first to the polestar  suv the upgrade will provide current extradetailed road info ranging from lanes to roa,climate
348,dont worry if the lack of a federal tax credit put you off from buying certain tesla model y variants or other evs  they might now qualify the treasury department has revised its classification standard to treat more vehicles as suvs rather than sedans ra,climate
349,about  billion flowed into these funds in the fiscal year that ended in november more than double the previous years total an analysis found,climate
350,canadas building codes are out of date inconsistent and illprepared for climate change,climate
351,the us endured  separate billiondollar disasters in  highlighting the growing damages of humancaused climate change,climate
352,apocalyptic weather is upending the lives of many people in california and thats especially true for its children writes amy ettinger the mother of a  old daughter wildfires hit during the middle of the covid pandemic and now californians are exp,climate
353,while the tesla ceo strongly believes in global warming hes had more controversial views on combating the crisis,climate
354,we are not extras for greta thunberg police say after false claims her detainment at a protest was set up,climate
355,the worsening climate crisis could soon obstruct the eyes of our groundbased telescopes we will literally have less to look at,climate
356,the climate crisis and damage from the fossil fuel industry affect americans unequally in  we could start to see this change,climate
357,the gasstove controversy has inadvertently raised the profile of the electricinduction stove to the delight of climate advocates,climate
358,payment startups might be better off cutting costs and scaling back expansion plans until the funding climate improves,climate
359,members who set up group say past policies have been trite and social justice case needs to be clearly madelabour mps have set up a lobby group in an attempt to push keir starmer into making nature and climate a key part of his election manifestoprevious l,climate
360,climate activist also denounced police violence against campaigners at the abandoned village of lutzerathgreta thunberg is calling for people to join her in a protest against the expansion of a coalmine that will demolish a small german village denouncing ,climate
361,the fossil fuel industry is a factory of fairy tales says activist and school strike for climate organizer luisa neubauer tracing the industrys fivedecade trickle of lies about climate science she busts the myth that economic growth and stability are dep,climate
362,i moved apartments last month and in a fit of unusual preparedness i made sure to get my snow boots and gloves out of storage and keep them at the front of my closet when i unpacked i was anticipating a january like ive had in the past few years of living,climate
363,olliibm and nasa join hands to extract insights from earth observations using ai technology  azoroboticslilinasa partners with ibm to build ai foundation models to advance climate science  venturebeatliliibm and nasa team up to advance clima,climate
364,republican attorneys general from  us states on tuesday wrote to proxy advisory firms institutional shareholder services iss and glass lewis asking whether the companies voting recommendations on such issues as climate and boardroom diversity violated,climate
365,the federal reserves independence from political influence is central to its ability to battle inflation but requires it stay out of issues like climate change that are beyond its congressionallyestablished mandate fed chair jerome powell said on tuesday,climate
366,the netherlands will stop the search for new onshore oil and gas fields in a drive to reach its climate goals and limit seismic risks the dutch government said on friday,climate
367,us treasury secretary janet yellen on sunday said the united states wanted to see quicker progress on the world banks plans for expanding its lending capacity to address climate change and other global crises,climate
368,there is no evidence climate activist greta thunberg tweeted a photo of herself smoking with a caption that reads stop sending this its not me  social media posts appear to be sharing a fabricated screenshot,climate
369,us treasury secretary janet yellen on tuesday called for urgent action to improve longterm food security in africa and around the world while adapting agricultural practices and technology to the changing climate,climate
370,atomic scientists set the doomsday clock closer to midnight than ever before on tuesday saying threats of nuclear war disease and climate volatility have been exacerbated by russias invasion of ukraine putting humanity at greater risk of annihilation,climate
371,countries from latin america and the caribbean on tuesday called for more international funding in the region following economic and climate crises in a final declaration after a summit held in the argentine capital of buenos aires,climate
372,australia and germany have earmarked  million  million and  million euros  million respectively towards a joint initiative to establish a green hydrogen supply chain australian minister for climate change and energy chris bowen said on ,climate
373,germanys economy minister robert habeck and french finance minister bruno le maire will head to washington next week to press concerns about us climate subsidies and urge a favourable treatment of european businesses,climate
374,police on tuesday began dismantling barricades and dragged away activists staging a sitin protest against the expansion of an opencast lignite mine that has highlighted tensions over germanys climate policy during an energy crisis,climate
375,there were  separate weather and climate disaster events in the united states last year exceeding  billion each in losses making  the thirdcostliest year in records spanning more than four decades a federal report showed on tuesday,climate
376,us treasury secretary janet yellen is digging in to oversee billions of dollars in federal climate and infrastructure spending that she believes will transform the economy close associates say defying demands from republicans to step down,climate
377,failure to tackle climate change and environmental degradation dominate the ranking of top risks facing the planet in the next decade a world economic forum wef survey of global risk specialists found,climate
378,japans ministry of finance is considering issuing green transition bonds in the second half of next fiscal year from april as part of plans to push climate change efforts a top official said on wednesday,climate
379,hurricane ian in the united states and floods and australia helped to make  one of the costliest years on record for natural disasters munich re said on tuesday warning that climate change was making storms more intense and frequent,climate
380,the european union aims to finish negotiations by july on laws to deliver its  climate change target although a contentious overhaul of fossil fuel taxes will likely take longer swedens ambassadors to the bloc said on monday,climate
381,brazilian president luiz inacio lula da silva said on wednesday he had officially launched a bid for the northeastern city of belem to host the  international climate summit in  fulfilling a promise he made last year,climate
382,the united arab emirates wants the  climate conference it is hosting this year to be practical and show solidarity between the global north and south that leaves no one behind the countrys oil chief and designated  president said,climate
383,the administration of us president joe biden announced on thursday it would invest another  million to combat wildfire risk in the western united states citing a growing threat of devastating blazes due to climate change,climate
384,atomic scientists will reset the doomsday clock on tuesday with an estimate of how close they believe humanity is in  to annihilation due to existential threats such as nuclear war and climate change,climate
385,video of climate activist greta thunbergs detention during a protest near luetzerath village in western germany was not created with a green screen contrary to claims being shared online,climate
386,germanys greens party can weather disapproval from its environmentalist base over its role in approving the demolition of a village to expand a coal mine if it uses that concession to accelerate other climate policies activists and analysts say,climate
387,germany supports the world bank modifying its countrybased business model and is in favour of the bank setting incentives for issues like climate protection the german development ministry said on thursday,climate
388,greta thunberg and around  other activists braved subzero temperatures on friday in a protest calling for climate justice as the world economic forum wef meeting wound up in davos,climate
389,last year was the worlds jointfifth warmest year on record and the last nine years were the nine warmest since preindustrial times as climate change continued to raise temperatures and fuel extreme weather us scientists said on thursday,climate
390,german police were trying to clear hundreds of climate protesters holed up in an abandoned village in western germany for a second day on thursday in a continuing standoff over the expansion of a coal mine,climate
391,the us department of the interior will reform its regulations for the development of wind energy facilities on the countrys outer continental shelf to help meet crucial climate goals it said in a statement on thursday,climate
392,the european central bank must adjust its monetary policy to make it more climatefriendly even as it shrinks its bloated balance sheet to fight runaway inflation in the euro zone ecb board member isabel schnabel said on tuesday,climate
393,europe experienced its secondwarmest year on record in  european union scientists said on tuesday as climate change unleashed recordbreaking weather extremes that slashed crop yields dried up rivers and led to thousands of deaths,climate
394,a german environmental group has lodged a complaint against the operating licence of a new floating liquefied natural gas lng terminal at wilhelmshaven arguing the discharge of chlorine was harmful and german climate targets could be put at risk,climate
395,climate activist greta thunberg condemned the forced removal of protesters from an abandoned village in western germany as outrageous during a visit to the site where demonstrators have dug in to try to stop the expansion of a coal mine,climate
396,last year was one of the warmest measured say nasa and noaa it would have been even more sweltering if not for la nina which will soon fade away,global warming
397,emission cuts must be accompanied by greater efforts to remove  from the atmosphere a new report says,global warming
398,while the tesla ceo strongly believes in global warming hes had more controversial views on combating the crisis,global warming
399,material from dry landscapes has surged since the  possibly helping to cool the planet for decadesdust that billows up from desert storms and arid landscapes has helped cool the planet for the past several decades and its presence in the atmosphere may,global warming
400,danone is the only food and agriculture company to align itself with the global methane pledge an initiative signed by  countries,global warming
401,the oil giants internal climate models correctly forecast the climate change were seeing nowall while the company pushed denial in public,global warming
402,researchers found that exceeding the  increase has a  chance of happening by midcenturythe world is on the brink of breaching a critical climate threshold according to a new study published on monday signifying time is running exceedingly short to spa,global warming
403,the federal reserve on tuesday told the six largest us banks to compile data on how their businesses would be impacted by a range of plausible future outcomes related to climate change and the transition to a lowercarbon economy in what it deemed a pilot,global warming
404,ski resorts in the alps are grappling with unseasonably warm weather as a result of global warming a lack of snow has caused many to closeullirecord warm winter in parts of europe forces closure of ski slopesliul continue reading,global warming
405,oil company drove some of the leading science of the era only to publicly dismiss global heatingthe oil giant exxon privately predicted global warming correctly and skilfully only to then spend decades publicly rubbishing such science in order to protect it,global warming
406,wheat now provides  of the calories consumed by humans every day writes the guardian unfortunately thanks to humaninduced global heating our planet faces a future of increasingly severe heat waves droughts and wildfires that could devastate harves,global warming
407,study shows disastrous consequences for wildlife if humancaused emissions push global temperatures up  than  of land vertebrates will be threatened by extreme heat by the end of the century under a high emissions scenario with freak temperature,global warming
408,seas dominate global weather patterns and the climate crisis is causing profound and damaging changesthe worlds oceans were the hottest ever recorded in  demonstrating the profound and pervasive changes that humancaused emissions have made to the plane,global warming
409,denmark said it is optimistic that the united arab emirates which hosts this years un climate talks will push for ambitious action to curb climate change at the conference following criticism from activists over the oilproducing nations role,global warming
410,carbon dioxide is a greenhouse gas that causes climate change heres what to know about carbon dioxide carbon and global warming,global warming
411,in a world getting used to extreme weather  is starting out bonkers meteorologists are saying its typical weather weirdness with a boost from humancaused climate change,global warming
412,board games might be the best learning device to think creatively about impending climate disastereurope is planting trees to offset its emissions but is swiftly hit with massive wildfires the united states is investing in mining operations abroad to wean of,global warming
413,warning comes in annual global risks report for next weeks world economic forum in davossoaring prices for energy and food could persist for the next two years hurting global efforts to combat poverty and the climate crisis a report prepared for next week,global warming
414,europe experienced its secondwarmest year on record in  european union scientists said on tuesday as climate change unleashed recordbreaking weather extremes that slashed crop yields dried up rivers and led to thousands of deaths,global warming
415,the latest in science and policy,global warming
416,scientists working for the oil giant exxon in the  and  estimated temperature increases with remarkable accuracy those findings could now be used as evidence in climate litigation,global warming
417,the middle east is warming but israelis and palestinians are too focused on politics to worry about impending climate catastrophe,global warming
418,an anonymous reader quotes a report from npr decades of research by scientists at exxon accurately predicted how much global warming would occur from burning fossil fuels according to a new study in the journal science the findings clash with an enormously,global warming
419,several indonesian residents have submitted a legal complaint to a swiss court against the worlds top cementmaker holcim which they claim is doing too little to cut carbon emissions a statement by civil society groups backing the complainants showed on ,global warming
420,global aluminium production rose by a marginal  last year a rate of growth that was down from  in  and the slowest since  according to the international aluminium institute iai,global warming
421,new research from artificial intelligence projects that global warming will hit the threshold of  degrees celsius somewhere between  and ,global warming
422,researchers hope that ionocaloric cooling could someday help replace refrigerants with high global warming potential and provide safe efficient cooling and heating for homes,global warming
423,the world will likely breach the internationally agreedupon climate change threshold in about a decade artificial intelligence predicts in a new study thats more pessimistic than previous modeling,global warming
424,exxon scientists knew about the coming climate crisis in precise detail a new harvard study found legal experts say the evidence could swing juries,global warming
425,the climate activist joins german protesters trying to stop a coal mine from swallowing up a village,global warming
426,a return to davos by corporate titans and their bankers after recent a  alpine temperaturesa has turned a spotlight on just how quickly they are moving to rein in,global warming
427,leadership buyin defined strategies and strong data collection will help orgs reach netzero goals quickly and have positive global impact,global warming
