Description,Label
greta thunberg climate activists get court nod to sue swedish state  reuterscom,Positive
uks lapff recommends vote for bp climate activist resolution at agm  reuters,Positive
gifts bestowed on party and mps by climate deniers and entities linked to fossil fuel and high pollution industryullipolitics live  latest updatesliulthe conservative party received  from individuals and entities linked to climate denial foss,Positive
governments official advisers point to lost decade in efforts to protect lives and livelihoodsthe uk is strikingly unprepared for the impacts of the climate crisis according to the climate change committee ccc which said there had been a lost decade,Positive
latest ipcc report highlights key measures countries must take to avoid climate catastrophethe intergovernmental panel on climate change published the synthesis report of its sixth assessment report  on monday eight years in preparation this mammoth,Positive
comment the water crisis is just as urgent as climate change   reuters,Positive
us senators blast treasurys failure to move faster on climate risks  reuters,Positive
danish fund to protest against nordeas climate goals at agm  reuters,Positive
investors question teck on climate even after canadian miners coal   reuters,Positive
climate change activists glue themselves to road to alpine tunnel  reuters,Positive
svb collapse unlikely to hit funding for climate tech hard  carney  reuterscom,Positive
bp recommends vote against climate activist resolution at april    reuters,Positive
dutch farmers climate activists get ready for preelection protests  reuterscom,Positive
berlin votes on tighter climate goals in test of germans commitment   reuters,Positive
breakingviews  bayer pumps  to top of climate agenda podcast  reuters,Positive
un to vote whether world court should rule on climate obligations  reuters,Positive
jim skea the climate scientist trying to ensure scotland has a just   reuterscom,Positive
loss and damage climate fund should be in place this year   reuters,Positive
it was weirdly warm in washington dc and along much of the us east coast this winter and despite some brief bursts of colder temperatures the unseasonable weather has had some some spillover effects spring sprung early bringing on pollen and allergy,Positive
president joe biden issued the first veto of his presidency monday on a resolution to overturn a retirement investment rule that allows managers of retirement funds to consider the impact of climate change and other environmental social and governance factor,Positive
from lengthy droughts to severe flooding the intensity of waterrelated disasters around the world has increased over the last two decades as global temperatures climbed to record levels according to new research,Positive
colleagues and students query role of jody freeman who won prestigious research grant despite sitting on conocophillips boardan eminent harvard environmental law professors links to the fossil fuel industry are under scrutiny from colleagues and students af,Positive
comprehensive review of human knowledge on subject says act now or it will be too lateullianalysis humanity at the crossroadslilitimeline the ipccs reportsliulscientists have delivered a final warning on the climate crisis as rising gre,Positive
exclusive sultan al jaber aims to use un talks to set out how private sector can limit greenhouse gas emissionsthe world needs a business mindset to tackle the climate crisis the president of the next un climate summit has saidsultan al jaber the presid,Positive
former scotland first minister cancels appearance amid police inquiry into husband over snp financesthe former scottish first minister nicola sturgeon has pulled out of a climate crisis event as police continue to investigate her husband in an inquiry into th,Positive
un secretarygeneral antonio gutteres says the climate timebomb is ticking,Positive
dr laura thomaswalters tim williamson and paul chandler respond to jack shenkers article that asked if the disruptive tactics of groups such as extinction rebellion and just stop oil are workingi am an environmental social scientist and climate activist a,Positive
doj brief argues colorado case against energy giants exxonmobil and suncor should be heard in state court instead of federalthe us department of justice filed a legal brief thursday in support of local governments in colorado that are part of a growing wave o,Positive
shipping produces much of the worlds greenhouse gases but new technology offers solutions to cut fuel usecars trucks and planes get plenty of blame for helping drive the climate crisis but shipping produces a large portion of the worlds greenhouse gases,Positive
severe weather that spawned thunderstorms and tornadoes throughout the us on tuesday is still threatening states across the south and midwest todayread more,Positive
in june and july  an extreme heat wave swept across the historically temperate pacific northwest killing hundreds of people and cooking over a billion sea creatures now scientists have used information etched into tree rings to demonstrate that yes,Positive
this big money oil project is very much about politics and the law  and not just the environment,Positive
positive framing of otherwise grim report a counterblast to those who dismiss hopes of limiting global heating to  avoiding the worst ravages of climate breakdown is still possible and there are multiple feasible and effective options for doing so th,Positive
secretary general urges countries to tackle vampiric overconsumption water guzzling industries and climate crisis the united nations opened its first water conference in almost half a century in new york on wednesday with a plea for countries to work toge,Positive
ollithese may be the un climate panels last words before we hit  c limit  cbc newslilithe un just released a landmark climatechange report heres the grim timeline it gives us  toronto starliliworld on thin ice as un climate report g,Positive
comedians and comedy programs have started to find ways to speak to the climate crisis in their work but how can something so heavy create laughterwhen david perdue applied to be part of a climate comedy program he felt a little out of his element i could,Positive
whether its a change in the baseballs themselves better analytics or more robust player training many have speculated about what could be behind the upward trend in major league baseball home runs in recent years,Positive
the world needs a business mindset to tackle the climate crisis the president of the next un climate summit has said from a report sultan al jaber the presidentdesignate of the  summit to be hosted in the united arab emirates later this year said,Positive
the companys policy bars use of the ai chatbot to misinform a study found that it readily spouted untruths on topics from  to the war in ukraine,Positive
here are  expensive and vulnerable foods and why climate change is making them so much more expensive,Positive
weve looked at natural cycles and causes none of them can produce this warming,Positive
though the occurrence of infections is small the mortality rate is as high as,Positive
six kcs among more than  mostly english lawyers to sign pledge not to act for fossil fuel interestsleading barristers have defied bar rules by signing a declaration saying they will not prosecute peaceful climate protesters or act for companies pursuing fo,Positive
leaders from ford motor company bnp paribas the chisholm legacy project blocpower and more share their climateaction bright spots,Positive
this story was originally published by grist you can subscribe to its weekly newsletter hereread more,Positive
the environmental protection agency received billions from president bidens climate legislation but the epa inspector general warns there is a high risk for fraud waste and abuse,Positive
after the  elections biden thanked young people for turning out and acknowledged the fight against climate change among their reasons for voting,Positive
almost  people are dead and tens of thousands affected in southern africa after a tropical cyclone which at  days could be the longestlasting tropical cyclone on record hit a second time in the course of a few weeks following a first landfall in febr,Positive
back in  harris got backlash for asking pompeo if he believed in climate change now pompeo is mulling a presidential run of his own,Positive
climate change is disrupting the jet stream and worsening turbulence which could force planes to take new longer routes that cost more money,Positive
insider has convened a council of leaders from blocpower solar energy industries association and more to support our one planet climate coverage,Positive
a pact to phase out fossil fuels in novembers un climate talks is the only credible response to the warnings of scientistsyesterday the intergovernmental panel on climate change released a new synthesis report the document is important because  governmen,Positive
nick reavill cto of climateaction company commons says aligning tech use and company values can help employee recruitment and performance,Positive
former vicepresident says the willow development will fatally undermine the effort to confront the climate crisisal gore has warned it would be recklessly irresponsible for joe bidens administration to allow an enormous controversial oil drilling project,Positive
climate tech companies need rd outcomes now how innovators and entrepreneurs can turn to ai and ml to hasten and improve results,Positive
demonstrations at  sites are billed as first major action by older activists its not fair to ask  to solve thisclimate activists across the us will on tuesday blockade branches of banks that finance fossil fuels cutting up their credit card,Positive
accounts of global impact of floods droughts and storms at new york meeting add to pressure to make water central to  is at the heart of the climate crisis with an increasingly dire carousel of droughts floods and sea level rise felt making our,Positive
young people in the uk tell how the emergency is affecting their psychological wellbeing and how they are copingjem  has started losing sleep over the climate emergencyover the last two years i have felt growing anxiety at the state of the environment,Positive
authors of paper accepted for publication in harvard environmental law review argue firms are killing members of the public at an accelerating rateoil companies have come under increasing legal scrutiny and face allegations of defrauding investors racketee,Positive
marion cotillard meryl streep and forest whitaker lead the starry cast of a horrifying series about the climate crisis while jason sudeikis is back for more feelgood antics at richmond fc continue reading,Positive
could a leftwing economics student find common ground with a business owner from the blue side of town over colonial reparations climate and the monarchyananya  londonoccupation doing a phd in economics continue reading,Positive
operator investigated for possible trickery and causing involuntary injuries over pollution levels within networkprosecutors in paris have opened a criminal investigation into allegations that pollution in the capitals metro system is putting travellers liv,Positive
us study finds bone loss occurs twice as fast among women living in areas with higher air pollutiona study has concluded that air pollution is accelerating osteoporosis in postmenopausal womenresearchers scanned the bones of more than  women living in f,Positive
chiang mai listed as worst in the world for air quality as pollution worsens during cooler monthsevery december dr nitipatana chierakul a specialist in respiratory medicine notices the same pattern at his hospital department in bangkok his patients con,Positive
research links pollution to increased risk of dementia even at levels below uk us and eu air quality standardsexposure to air pollution is linked to an increased risk of dementia even at levels below uk us and eu air quality standards according to resear,Positive
shane topley and ashleigh phillip respond to adrian chiless article about the cost of the bikes increasingly seen on city streetsi was surprised to read adrian chiless takedown of cargo bikes  for a cargo bike how a new kind of class politics arriv,Positive
study finds no sign of improvement in efforts to reduce smallest particles being emitted on busy london roadtechnologies to clean up traffic exhaust emissions may not be effective for some types of particle pollution a study has foundif you stand at the edg,Positive
study shows high ozone levels make males emit fewer pheromones to attract females which may lead to population declineair pollution is making it harder for fruit flies to mate because females cannot easily recognise a males scent a study has foundfemale f,Positive
ollispacebased nasa instrument to track pollution over north america  physorglilinasas tempo could bring you hyperlocal pollution alerts  gizmodolilinasa spacex launch first spacebased air quality instrument  moneycontrollilispa,Positive
whether its because theyre concerned about worsening pollution or the now endemic variants of  a whole lot of people have found themselves in the market for a home air read more,Positive
from testing for common toxins like asbestos and radon to running an air purifier heres how to reduce indoor air pollution,Positive
a new study found a moderately higher risk of autism spectrum disorder in children born to pregnant people exposed to tap water with higher levels of lithium but experts caution that this association does not show a direct link between the two,Positive
his expedition to antarctica in  helped prove that humans were responsible for global warming,Positive
exactly how airborne particulate matter can contribute to dementia isnt known but experts have some leading theories,Positive
the rules would lower emissions of mercury and other toxic pollutants that can harm brain development of young children and contribute to heart attacks and other health problems in adults,Positive
the us environmental protection agency epa on friday said it was approving californias plans to require a rising number of zeroemission heavyduty trucks as the state pushes to cut pollution reuters reports california governor gavin newsom said as a r,Positive
whether its a change in the baseballs themselves better analytics or more robust player training many have speculated about what could be behind the upward trend in major league baseball home runs in recent years,Positive
this story was originally published by grist you can subscribe to its weekly newsletter hereread more,Positive
a new study found drought and heat waves could make air pollution worse for communities that already have a high pollution burden in california and deepen pollution inequalities along racial and ethnic lines the study also found financial penalties for powe,Positive
government accused of hypocrisy for pushing global target but not following natural englands advice at homethe uk government ignored scientific warnings from natural england that its nature restoration target was inadequate and would not meet its commitments,Positive
on may   a deadly threat flew from los angeles to new york city in under nine minutes it was a  chinese long march  rocket body passing around  miles overheadread more,Positive
cellular insights into mechanisms underlying pollutionassociated cancer,Positive
crossparty cooperation is the key to facing down the doubters and delayersullisadiq khan is the labour mayor of london lilichris skidmore is the conservative mp for kingswoodliulthere is no greater challenge facing our capital our country and,Positive
cutting greenhouse gas emissions rapidly and immediately will save lives livelihoods and ecosystems around the world scientists say and there are lots of ways to go about it,Positive
combination of epidemiology preclinical models and ultradeep dna profiling of clinical cohorts unpicks the inflammatory mechanism by which air pollution promotes lung cancer,Positive
studies in mice suggest that tumour growth is triggered by inflammation caused by tiny particles rather than genetic mutations,Positive
leave it to the conspiracy theorists to ruin even the best ideas that seem so straightforward and helpful such as  cities the idea behind  cities is that everything you might need would be within a short  walk or bike ride from yo,Positive
residents of a louisiana community known as cancer alley filed a lawsuit tuesday alleging the areas petrochemical plants are tantamount to environmental racism,Positive
filed under governmentlegalgreenemissionstrucksuvelectric continue reading us epa to propose new vehicle pollution cuts sees big ev jumpus epa to propose new vehicle pollution cuts sees big ev jump originally appeared on autoblog on sat  apr,Positive
globally wildfires are becoming more frequent and destructive generating a significant amount of smoke that can be transported thousands of miles driving the need for more accurate air pollution forecasts researchers have now developed a deep learning mod,Positive
historically nature has used trees to turn carbon dioxide back into oxygen for use by living creatures the trees play a vital role in the carbon cycle and have done so for millennia recently h,Positive
test relies on visual inspection of ash to then check soil for toxins which is unlikely to give a complete picture of contaminationa plan to test for toxic dioxins near the site of a february train wreck in east palestine ohio is flawed and unlikely to f,Positive
new evidence shows that exceeding the world health organization who ozone limit is associated with substantial increases in hospital admissions for heart attack heart failure and stroke even ozone levels below the who maximum were linked with worsened hea,Positive
nearly  people in thailand have been admitted to hospital because of air pollution this week officials have said with bangkok shrouded in a harmful haze,Positive
exclusive labour estimates huge impact on public health and wider economy from halving active travel budgetthe governments decision this month to slash the budget for cycling and walking in england by more than  could cost more than  in the long term,Positive
the  gallon leak of water containing tritium occurred in november  but the general public was not notified until last week officials said the leak is contained and poses no public danger,Positive
air pollution soared in beijing on wednesday as the chinese capital was hit by a huge sandstorm and dust also shrouded other parts of the country in a sickly orange haze,Positive
a new study led by north carolina state university researchers found drought and heat waves could make air pollution worse for communities that already have a high pollution burden in california and deepen pollution inequalities along racial and ethnic lines,Positive
une etude extremement alarmante vient detre publiee,Positive
for the first time a spaceborn smog sensor will be able to provide data on the distribution of air pollutants over america nonstop and in real time,Positive
no community should have to go through what east palestine residents have faced epa administrator michael s regan said in a statement on friday,Positive
cleaner fuels for cooking could improve health and be better for the environment,Positive
bidens veto supports free markets in the hard work of analyzing the longterm determinants of financial performance including both traditional financial information like sales growth cost margins and productivity as well as information related to environm,Positive
america will probably get more killer tornado and hailspawning supercells as the world warms according to a new study that also warns the lethal storms will edge eastward to strike more frequently,Positive
sitting on the beach taking in the breeze you might think the sea air is better for you than its inland equivalent but researchers at the university of houston have found that the air along the gulf of mexico coast in texas can be more polluted due to its,Positive
air pollution is a major public health problem the world health organization has estimated that it leads to over  million premature deaths worldwide annually still it is not always extensively measured but now an mit research team is rolling out an open,Positive
if you live along one of the major interstate highways running through chicago or directly next to lake michigan you are regularly exposed to more air pollution than the rest of the city a new northwestern university study has found,Positive
researchers think global warming could help spawn more dangerous supercell storms but the science is far from certain,Positive
rail company faces  civil lawsuit over chemicalreleasing derailment and long string of other hazardous incidentsthe state of ohio is suing the rail giant norfolk southern over the derailment of a freight train carrying toxic chemicals through the v,Positive
canadian pacifics purchase of kansas city southern will be the biggest railroad merger in decades,Positive
wherever we dig and however deep we dig we find microscopic living organisms could they eat the carbon were pumping into the air,Positive
the analysis by media matters examined news segments on abc cbs nbc and fox and found significant gaps in climate and climate justice coverage,Positive
norfolk southern the railroad company responsible for the train derailment that occurred in east palestine ohio in february is now facing federal charges after the justice department filed a lawsuit on behalf of the environmental protection agency against,Positive
pfas aka forever chemicals linked to cancer reproductive issues and impaired vaccine response are everywhere we can still do something about it,Positive
authorities on friday urged people in the northern thai city of chiang mai to stay indoors and work from home as air pollution spiked to hazardous levels,Positive
waze founder argues recent ban on rental escooters in paris could spell the end of the micromobility industry the providers revenue is dominated by two major cities paris and tel aviv take one out and the industry is doomed,Positive
the us environmental protection agency released an order wednesday which instructs missouri along with  other states to reduce its air pollution levels,Positive
tempo is the first space based instrument to monitor air pollution over north america hourly heres more from temponasas first earth venture instrument mission will measure pollution of north america from mexico city to the canadian oil sands and from th,Positive
hundreds of thai firefighters and soldiers battled a forest blaze less than  kilometers  miles from bangkok on friday as the kingdom grapples with air pollution that has made more than  million people ill already this year,Positive
in a major joint project with top indian scientists psi researchers have determined why smog forms at night in the indian capital new delhi contrary to all the rules of atmospheric chemistry their results have now been published in the journal nature geosc,Positive
amsterdams schiphol airport proposed a series of measures to reduce air traffic carbon emissions and noise pollution including a proposed ban on private jets that could take effect as early as  more,Positive
an eyeopening new study maps air pollution worldwide,Positive
globally wildfires are becoming more frequent and destructive generating a significant amount of smoke that can be transported thousands of miles driving the need for more accurate air pollution forecasts a team of penn state researchers has developed a d,Positive
environmentalists and some alaskan native communities had opposed the plan over climate wildlife and foodshortage fearsthe biden administration has approved a controversial   drilling project on alaskas north slope which has drawn fierce opposit,Positive
as the world becomes increasingly aware of the impact of climate change many businesses are seeking ways to mitigate their carbon footprint and embrace more sustainable practices in the transportation industry fleet maintenance is a key area where business,Positive
epas response to the derailment has drawn intense criticism from east palestine residents and public health expertsthe us environmental protection agencys internal watchdog division is opening an investigation into the handling of the east palestine train w,Positive
landmark report urges overhaul of wasteful water practices around world on eve of crucial un summitthe world is facing an imminent water crisis with demand expected to outstrip the supply of fresh water by  by the end of this decade experts have said on,Positive
a copperbased material boosts the effectiveness of the direct air capture process turning carbon dioxide into sodium bicarbonate through a reaction with seawater,Positive
a report on air pollution in the indogangetic plain said that among the states uttar pradesh was found to be the major emitter of  from industries followed by bihar west bengal haryana and punjab,Positive
electric vertical takeoff and landing vehicles have the potential to completely change the way we travel around cities,Positive
leaders from ford motor company bnp paribas the chisholm legacy project blocpower and more share their climateaction bright spots,Positive
the hotly debated willow oil drilling project has been approved in alaska a decision that could exacerbate climate change and imperil wildlife,Positive
iqair report says india and pakistan experienced the worst air quality in the central and south asian regions in,Positive
the wintertime haze has become a serious health threat to residents scientists think they now know the cause,Positive
filters fitted to vehicle exhaust systems to remove particulate matter pollution have limited impact on ultrafine particles new research shows,Positive
norfolk southern has hired the center for toxicology and environmental health to test for toxins in east palestine creating conflicts of interest,Positive
air pollution is the greatest environmental health hazard to humankind leading to over six million deaths a year with an economic cost that equates to over  trillion dollars thats according to the world air quality report  released on wednesday by sw,Positive
uavs unmanned aerial vehicles  are becoming a crucial tool in the arsenal of governments and security agencies worldwide as technology advances rapidly the flexibility and capabilities of these devices have shown themselves to be valuable assets in the bat,Positive
regulators in the bay area hope the ban will decrease air pollution and cut more than  percent of the states fossil fuel emissions,Positive
it took decades to force banks to abandon racist redlining we dont have decades to avert catastrophic climate crisisthe collapse of silicon valley bank will bring many forms of fallout one of the most obvious consequences is that the biggest banks  chase,Positive
residents in industrychoked randolph renew efforts to block the power companys plans near their fragile towna handful of weary residents gathered at the windowless randolph church to mull over the latest bid by an electric utility to expand its power statio,Positive
exclusive decision to make episode about natural destruction only available on iplayer angers programmemakersthe bbc has decided not to broadcast an episode of david attenboroughs flagship new series on british wildlife because of fears its themes of the d,Positive
london seems to be slowly embracing the rental scooters but in paris the love affair with trottinettes looks overon either side of the channel a lovehate relationship between escooters has run a typically different course the french swiftly embraced them,Positive
research from harvard suggests that governments need to revamp air quality rules,Positive
an international study shows that soil in urban green spaces and natural areas share similar levels of multiple contaminants such as metals pesticides microplastics and antibiotic resistance genes around the world soil contamination is one of the main thre,Positive
there is currently a large dependence on coal for power generation as coalfired plants cause environmental and health hazards technologies such as swirl flow and air staging have been proposed to mitigate the pollutants in their emissions however it is u,Positive
because air pollution concerns in the bronx may be holding things up here are your early links more jonathan majors accusations trump supporter pulls a knife on lower manhattan passersby turtle runs from the cops and more,Positive
in what could prove a significant move for communities facing air pollution the environmental protection agency proposed on thursday that chemical plants nationwide measure certain hazardous compounds that cross beyond their property lines and reduce them wh,Positive
residents accuse st james parish officials of civil rights and religious liberty violations by approving petrochemical plantsresidents of st james parish louisiana have unveiled a federal lawsuit accusing local government officials of civil rights and relig,Positive
to mark the un water conference  design agency publicis groupe benelux has created a range of conceptual supermarket products that show what consumption could look like in a world with less water commissioned through an initiative by the netherlands,Positive
where has air pollution improved and gotten worse which cities are a breath of fresh air and which should come with a health warning this new report has the answers,Positive
longterm research into sydney air quality suggests most people in region are exposed to air pollution at levels considered unsafe by the whoullifollow our australia news live blog for the latest updatesliliget our morning and afternoon news emails,Positive
amsterdam airport schiphol ams wants to scrap latenight flights in an effort to tackle noise pollution but a court ruling may now complicate those plans a judge ruled tuesday in a lawsuit that ams  one of europes busiest airports  cannot reduce the nu,Positive
the agency claims the proposed rules will result in a  reduction in the population facing cancer risk from  polluters,Positive
creating greener cities with respyres concrete would provide cleaner air and reduce heating and cooling costs for building ownersthe post mossfriendly concrete makes buildings feel more natural appeared first on springwise,Positive
innovation in agricultural sector is needed if cities are to solve air pollution problems say scientistsa study reveals that farming is responsible for more than a quarter of the particle pollution in uk citiesuk agriculture created  of the particle poll,Positive
tiny pieces of plastic are everywhere theyre in the air we breathe the water we drink and the food we eat by one estimate some people ingest around a credit cards worth of plastic every week microplastics have been found in human blood placentas and,Positive
washington ap  soon after a train derailed  and spilled toxic chemicals in ohio last month anonymous prorussian accounts started spreading misleading claims and antiamerican propaganda about it on twitter using elon musks new verification system to ex,Positive
this article is from the checkup mit technology reviews weekly biotech newsletter to receive it in your inbox every thursday sign up here what are chemical pollutants doing to our bodies its a question thats been on my mind this week for a few reason,Positive
human activities emit many kinds of pollutants into the air and without a molecule called hydroxide oh many of these pollutants would keep aggregating in the atmosphere,Positive
